TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2024,3,11,20,50,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,3,14,11,19,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,3,18,15,27,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,3,20,16,2,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,3,21,20,55,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,1,18,43,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,3,11,46,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,4,15,21,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,5,16,0,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,5,20,4,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,8,17,40,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,8,19,27,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,9,14,34,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,4,9,19,32,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2024,3,6,11,0,9XX ROBSON ST,Central Business District,491104.3156,5458915.3772
Other Theft,2024,3,16,20,1,9XX ROBSON ST,Central Business District,491132.1491,5458889.2569
Other Theft,2024,3,21,16,50,9XX ROBSON ST,Central Business District,491132.1491,5458889.2569
Other Theft,2024,3,9,11,29,9XX ROBSON ST,Central Business District,491140.4873,5458881.432
Other Theft,2024,1,15,10,5,9XX SEYMOUR ST,Central Business District,491235.2963,5458550.2872
Other Theft,2024,1,2,12,32,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,3,15,37,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,3,16,5,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,3,17,50,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,3,19,1,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,4,6,24,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,6,17,59,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,7,15,19,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,7,16,7,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,9,16,24,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,11,17,15,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,14,15,30,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,15,14,21,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,21,15,55,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,24,18,14,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,24,19,19,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,28,15,37,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,30,13,47,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,1,30,19,18,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,1,16,20,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,6,12,33,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,6,14,57,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,6,15,55,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,7,19,59,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,8,17,49,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,10,13,40,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,10,18,48,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,11,16,56,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,12,18,53,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,18,15,58,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,20,16,30,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,20,18,10,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,21,15,41,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,21,20,20,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,21,20,23,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,21,20,43,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,23,7,26,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,26,6,17,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,27,6,8,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,28,13,59,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,2,10,51,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,2,16,51,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,3,22,26,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,5,14,0,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,7,7,21,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,12,11,15,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,19,7,34,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,19,14,5,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,19,14,53,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,19,17,25,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,20,20,17,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,25,11,14,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,27,15,46,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,3,31,12,30,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,4,2,8,6,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2024,2,18,10,6,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,3,20,17,40,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,3,26,15,14,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,4,1,12,12,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,4,8,8,21,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,4,8,9,0,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2024,3,23,21,0,9XX W 21ST AVE,South Cambie,490753.8733,5455541.3458
Other Theft,2024,3,26,21,23,9XX W BROADWAY AVE,Fairview,490874.801,5456739.0221
Other Theft,2024,3,22,22,28,9XX W BROADWAY AVE,Fairview,490943.5893,5456746.4157
Other Theft,2024,3,5,10,38,9XX W GEORGIA ST,Central Business District,491250.3621,5459029.499
Other Theft,2024,2,8,13,47,9XX W GEORGIA ST,Central Business District,491259.2299,5459007.7464
Other Theft,2024,2,4,16,29,9XX W GEORGIA ST,Central Business District,491260.6883,5459006.2925
Other Theft,2024,2,8,11,55,9XX W GEORGIA ST,Central Business District,491260.6883,5459006.2925
Other Theft,2024,1,10,8,51,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,1,21,13,4,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,2,4,11,9,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,2,10,22,58,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,2,17,18,34,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,3,2,22,45,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,3,23,22,53,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,3,25,17,6,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2024,3,15,13,33,ABBOTT ST / W CORDOVA ST,Central Business District,492233.1575,5458913.7943
Other Theft,2024,2,1,21,0,ABBOTT ST / W PENDER ST,Central Business District,492175.4371,5458706.8534
Other Theft,2024,2,29,22,30,ALEXANDER ST / MAIN ST,Strathcona,492764.4426,5459043.8947
Other Theft,2024,1,19,12,18,ARBUTUS ST / W 32ND AVE,Arbutus Ridge,488831.6449,5454483.6945
Other Theft,2024,1,3,17,28,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8578,5457272.9888
Other Theft,2024,3,13,19,0,ARBUTUS ST / W 4TH AVE,Kitsilano,488885.8578,5457272.9888
Other Theft,2024,2,10,14,0,ASH ST / W 12TH AVE,Fairview,491441.2314,5456415.0912
Other Theft,2024,3,2,10,30,ATHLETES WAY / MANITOBA ST,Mount Pleasant,492242.9735,5457648.0084
Other Theft,2024,3,2,17,30,BEACH AVE / BIDWELL ST,West End,489620.4022,5459100.5931
Other Theft,2024,2,4,2,30,BEATTY ST / SMITHE ST,Central Business District,491593.4453,5458204.3755
Other Theft,2024,1,14,9,47,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.1647
Other Theft,2024,2,4,1,30,BLENHEIM ST / W 11TH AVE,Kitsilano,487057.8143,5456644.3681
Other Theft,2024,1,22,21,46,BURRARD ST / DUNSMUIR ST,Central Business District,491317.437,5459212.357
Other Theft,2024,3,3,19,0,BURRARD ST / W 4TH AVE,Fairview,489404.7671,5457259.625
Other Theft,2024,1,10,14,46,BUTE ST / DAVIE ST,West End,490301.4017,5458792.1624
Other Theft,2024,3,1,17,0,CAMBIE ST / W 12TH AVE,Fairview,491628.4376,5456410.0627
Other Theft,2024,3,30,15,30,CAMBIE ST / W 12TH AVE,Fairview,491628.4376,5456410.0627
Other Theft,2024,2,25,17,13,CAMBIE ST / W 24TH AVE,Riley Park,491604.5699,5455264.7302
Other Theft,2024,4,10,13,12,CAMBIE ST / W 8TH AVE,Fairview,491641.6548,5456817.7824
Other Theft,2024,2,22,10,10,CAMBIE ST / W BROADWAY AVE,Fairview,491638.4264,5456722.3837
Other Theft,2024,3,16,16,50,CAMBIE ST / WATER ST,Central Business District,492085.8223,5459067.7429
Other Theft,2024,1,5,9,15,CANADA PL / HOWE ST,Central Business District,491776.4824,5459407.1077
Other Theft,2024,1,5,20,30,CAROLINA ST / E 10TH AVE,Mount Pleasant,493374.7694,5456530.4238
Other Theft,2024,2,1,13,54,CARRALL ST / E HASTINGS ST,Central Business District,492412.3483,5458751.9869
Other Theft,2024,2,11,15,20,CARRALL ST / W HASTINGS ST,Central Business District,492412.3483,5458751.9869
Other Theft,2024,3,28,23,0,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,494938.4748,5457812.9037
Other Theft,2024,3,11,23,45,CLARENDON ST / E 45TH AV,Victoria-Fraserview,496001.4791,5452956.4059
Other Theft,2024,2,18,18,0,CLARK DR / E HASTINGS ST,Strathcona,494392.5324,5458735.1291
Other Theft,2024,1,10,5,15,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.6228
Other Theft,2024,1,16,6,25,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.6228
Other Theft,2024,2,17,9,51,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.434,5458743.6228
Other Theft,2024,1,31,19,30,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.3383,5456517.151
Other Theft,2024,2,21,10,0,COMMERCIAL DR / E 4TH AVE,Grandview-Woodland,494929.274,5457125.9352
Other Theft,2024,2,26,21,37,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9034,5456620.4275
Other Theft,2024,3,1,0,45,COMMERCIAL ST / E 43RD AVE,Victoria-Fraserview,494992.4383,5453086.1451
Other Theft,2024,2,15,9,0,COMMERCIAL ST / E 55TH AVE,Victoria-Fraserview,494961.4686,5451951.2839
Other Theft,2024,1,1,3,0,DAVIE ST / HOWE ST,Central Business District,490748.5904,5458346.3184
Other Theft,2024,3,11,9,52,DAVIE ST / RICHARDS ST,Central Business District,490961.8127,5458133.4053
Other Theft,2024,3,3,16,17,DAVIE ST / SEYMOUR ST,Central Business District,490894.1112,5458201.4648
Other Theft,2024,1,2,16,0,DENMAN ST / ROBSON ST,West End,490148.8817,5459867.8024
Other Theft,2024,2,3,16,0,DRAKE ST / HOMER ST,Central Business District,490918.1145,5457946.0872
Other Theft,2024,1,9,0,4,DUNSMUIR ST / SEYMOUR ST,Central Business District,491607.5141,5458920.9821
Other Theft,2024,3,23,13,26,E 16TH AVE / MAIN ST,Mount Pleasant,492633.3008,5455984.0301
Other Theft,2024,3,26,13,3,E 22ND AVE / FLEMING ST,Kensington-Cedar Cottage,494730.1302,5455292.2562
Other Theft,2024,3,30,10,39,E 22ND AVE / WINDERMERE ST,Renfrew-Collingwood,497336.3554,5455315.5595
Other Theft,2024,3,12,16,30,E 41ST AVE / VICTORIA DR,Victoria-Fraserview,495229.7602,5453325.7474
Other Theft,2024,3,12,15,30,E 43RD AVE / FRASER ST,Sunset,493403.9139,5453138.798
Other Theft,2024,3,13,9,0,E 57TH AVE / ROSS ST,Sunset,493951.3068,5451715.6205
Other Theft,2024,1,20,13,0,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.5179,5456683.8055
Other Theft,2024,3,21,13,55,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.5179,5456683.8055
Other Theft,2024,3,9,21,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7912,5458737.3828
Other Theft,2024,3,22,9,40,E HASTINGS ST / PRINCESS AVE,Strathcona,493347.6086,5458719.8515
Other Theft,2024,1,22,8,0,E PENDER ST / MAIN ST,Strathcona,492748.7552,5458629.9818
Other Theft,2024,3,7,15,10,E PENDER ST / PRINCESS AVE,Strathcona,493343.2822,5458612.6881
Other Theft,2024,2,2,20,0,FIR ST / W 3RD AVE,Fairview,489756.6203,5457349.5736
Other Theft,2024,2,12,6,14,GORE AVE / KEEFER ST,Strathcona,492931.226,5458524.6097
Other Theft,2024,4,9,10,14,GORE AVE / PRIOR ST,Strathcona,492952.8033,5458230.7822
Other Theft,2024,4,3,10,45,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Other Theft,2024,2,23,17,30,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Other Theft,2024,2,13,16,3,GRANVILLE ST / ROBSON ST,Central Business District,491285.8784,5458741.8424
Other Theft,2024,3,12,18,15,GRANVILLE ST / ROBSON ST,Central Business District,491285.8784,5458741.8424
Other Theft,2024,2,22,1,35,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0412
Other Theft,2024,4,4,12,0,GRANVILLE ST / W 32ND AVE,Shaughnessy,489867.8585,5454554.4839
Other Theft,2024,1,12,8,0,GRANVILLE ST / W 41ST AV,Shaughnessy,489835.5551,5453516.5492
Other Theft,2024,1,24,6,0,GRANVILLE ST / W 49TH AVE,Oakridge,489820.4408,5452696.4829
Other Theft,2024,2,8,12,40,GRANVILLE ST / W CORDOVA ST,Central Business District,491792.7307,5459252.2082
Other Theft,2024,2,1,13,2,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2273,5458864.9384
Other Theft,2024,1,29,18,0,GRANVILLE ST / W PENDER ST,Central Business District,491647.8257,5459106.3332
Other Theft,2024,2,9,4,0,HAMILTON ST / ROBSON ST,Central Business District,491566.3725,5458460.3763
Other Theft,2024,2,26,0,0,HAMILTON ST / W GEORGIA ST,Central Business District,491689.9639,5458582.1207
Other Theft,2024,4,5,19,38,HOWE ST / W GEORGIA ST,Central Business District,491334.3345,5458937.8604
Other Theft,2024,3,21,16,15,HOWE ST / W PENDER ST,Central Business District,491575.303,5459176.0038
Other Theft,2024,3,26,18,2,JOYCE ST / KINGSWAY AVE,Renfrew-Collingwood,497386.815,5453485.5492
Other Theft,2024,3,3,14,0,KEEFER ST / MAIN ST,Strathcona,492745.8373,5458530.0657
Other Theft,2024,3,9,4,30,KINGSWAY AVE / WINDSOR ST,Kensington-Cedar Cottage,493907.8261,5455678.5314
Other Theft,2024,2,22,12,28,LAUREL ST / W 10TH AVE,Fairview,490879.4776,5456635.3713
Other Theft,2024,4,2,0,0,MAIN ST / POWELL ST,Strathcona,492759.2547,5458942.4691
Other Theft,2024,1,2,14,30,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.2454,5457784.5846
Other Theft,2024,2,5,16,30,MELVILLE ST / THURLOW ST,Central Business District,491128.8817,5459308.5771
Other Theft,2024,3,2,16,17,NATIONAL AVE / QUEBEC ST,Central Business District,492577.6772,5458030.7403
Other Theft,2024,4,2,15,0,POWELL ST / PRINCESS AVE,Strathcona,493352.1545,5458924.4447
Other Theft,2024,2,8,2,0,QUEBEC ST / UNION ST,Central Business District,492572.4805,5458325.9089
Other Theft,2024,4,6,19,27,RICHARDS ST / ROBSON ST,Central Business District,491427.0969,5458601.6678
Other Theft,2024,2,16,22,0,RICHARDS ST / W CORDOVA ST,Central Business District,491933.4618,5459112.1543
Other Theft,2024,3,11,0,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.6327,5458792.3716
Other Theft,2024,2,28,14,12,SHANGHAI ALLY / TAYLOR ST,Central Business District,492301.4281,5458598.9678
Other Theft,2024,2,15,17,54,SW MARINE DR / YUKON ST,Marpole,491619.4262,5450905.431
Other Theft,2024,1,19,15,0,W 43RD AVE / WEST BLVD,Kerrisdale,488668.8289,5453337.1171
Other Theft,2024,3,22,22,0,X ALEXANDER ST,Central Business District,492433.9356,5458966.4657
Other Theft,2024,2,22,22,0,X E 10TH AVE,Mount Pleasant,492376.1079,5456599.3797
Other Theft,2024,4,11,11,8,X E 46TH AVE,Sunset,492307.0816,5452873.7953
Other Theft,2024,1,11,12,45,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2024,1,18,19,57,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2024,1,20,14,40,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2024,2,22,16,20,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2024,1,16,17,30,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Other Theft,2024,3,23,1,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Other Theft,2024,3,27,13,0,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Other Theft,2024,3,29,23,30,X NK_LOC ST,Strathcona,492765.9376,5458793.3025
Other Theft,2024,3,28,9,30,X PACIFIC BLVD,Central Business District,492556.6548,5458141.7323
Other Theft,2024,4,3,19,30,X W 15TH AVE,Mount Pleasant,492332.7623,5456099.0677
Other Theft,2024,3,11,16,43,X W CORDOVA ST,Central Business District,492412.6493,5458864.1862
Theft from Vehicle,2024,1,9,20,10,10XX ALBERNI ST,West End,491058.8169,5459123.0857
Theft from Vehicle,2024,1,22,12,30,10XX ALBERNI ST,West End,491104.291,5459077.4207
Theft from Vehicle,2024,3,3,14,30,10XX ALBERNI ST,West End,491104.291,5459077.4207
Theft from Vehicle,2024,1,3,14,8,10XX ALBERNI ST,West End,491144.0808,5459037.4638
Theft from Vehicle,2024,1,25,18,43,10XX ALBERNI ST,West End,491144.0808,5459037.4638
Theft from Vehicle,2024,2,2,9,18,10XX ALBERNI ST,West End,491144.0808,5459037.4638
Theft from Vehicle,2024,2,6,12,41,10XX ALBERNI ST,West End,491144.0808,5459037.4638
Theft from Vehicle,2024,2,16,12,0,10XX ALBERNI ST,West End,491144.0808,5459037.4638
Theft from Vehicle,2024,3,10,23,30,10XX BARCLAY ST,West End,490808.7718,5458912.6577
Theft from Vehicle,2024,2,7,18,0,10XX BURNABY ST,West End,490495.4166,5458443.882
Theft from Vehicle,2024,2,8,21,52,10XX BURNABY ST,West End,490495.4166,5458443.882
Theft from Vehicle,2024,2,13,7,30,10XX BURRARD ST,West End,490729.6302,5458622.1395
Theft from Vehicle,2024,3,1,21,0,10XX BURRARD ST,Central Business District,490835.5218,5458718.9971
Theft from Vehicle,2024,2,5,16,55,10XX CAMBIE ST,Central Business District,491401.1657,5458160.6857
Theft from Vehicle,2024,3,26,16,0,10XX CAMBIE ST,Central Business District,491406.9889,5458129.8993
Theft from Vehicle,2024,4,5,14,30,10XX CANADA PL,Central Business District,491492.0426,5459540.3896
Theft from Vehicle,2024,4,3,16,30,10XX CYPRESS ST,Kitsilano,489265.5164,5458238.1816
Theft from Vehicle,2024,2,9,4,30,10XX DAVIE ST,West End,490457.8657,5458626.1529
Theft from Vehicle,2024,4,6,2,27,10XX DAVIE ST,West End,490596.5134,5458489.4363
Theft from Vehicle,2024,2,23,5,30,10XX E 37TH AVE,Kensington-Cedar Cottage,493833.564,5453744.6592
Theft from Vehicle,2024,1,6,17,0,10XX E BROADWAY AVE,Mount Pleasant,493987.8282,5456638.0059
Theft from Vehicle,2024,3,1,20,0,10XX EXPO BLVD,Central Business District,491557.1398,5458008.1372
Theft from Vehicle,2024,3,22,11,0,10XX GRANVILLE ST,Central Business District,491050.796,5458500.2531
Theft from Vehicle,2024,4,10,6,42,10XX GRANVILLE ST,Central Business District,491050.796,5458500.2531
Theft from Vehicle,2024,2,5,9,0,10XX HORNBY ST,Central Business District,490810.5547,5458541.795
Theft from Vehicle,2024,2,5,10,30,10XX HORNBY ST,Central Business District,490810.5547,5458541.795
Theft from Vehicle,2024,1,5,23,0,10XX HOWE ST,Central Business District,490889.5958,5458482.8579
Theft from Vehicle,2024,2,4,1,0,10XX HOWE ST,Central Business District,490922.922,5458529.9935
Theft from Vehicle,2024,1,16,20,31,10XX HOWE ST,Central Business District,490978.1781,5458573.3927
Theft from Vehicle,2024,2,13,18,30,10XX HOWE ST,Central Business District,490978.1781,5458573.3927
Theft from Vehicle,2024,1,7,7,15,10XX NELSON ST,West End,490825.6864,5458724.345
Theft from Vehicle,2024,1,31,18,0,10XX NELSON ST,West End,490825.6864,5458724.345
Theft from Vehicle,2024,2,7,5,14,10XX PACIFIC ST,West End,490284.2663,5458343.1703
Theft from Vehicle,2024,2,10,1,0,10XX PANTAGES LANE,West End,490565.0543,5458458.354
Theft from Vehicle,2024,1,15,10,32,10XX RICHARDS ST,Central Business District,491184.2198,5458362.9894
Theft from Vehicle,2024,1,28,17,0,10XX ROBSON ST,West End,491022.0625,5459007.594
Theft from Vehicle,2024,1,8,20,22,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,1,21,21,0,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,1,31,19,30,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,2,2,16,30,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,2,7,18,7,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,3,4,17,0,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,3,12,18,30,10XX ROBSON ST,West End,491033.453,5458996.3379
Theft from Vehicle,2024,2,6,21,30,10XX ROBSON ST,West End,491044.1115,5458972.9496
Theft from Vehicle,2024,2,7,17,0,10XX ROBSON ST,West End,491044.1115,5458972.9496
Theft from Vehicle,2024,1,23,15,40,10XX ROBSON ST,West End,491061.1973,5458956.0654
Theft from Vehicle,2024,2,27,11,7,10XX ROBSON ST,West End,491061.1973,5458956.0654
Theft from Vehicle,2024,1,14,2,19,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.9775
Theft from Vehicle,2024,2,23,21,0,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.9775
Theft from Vehicle,2024,3,29,21,0,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.9775
Theft from Vehicle,2024,3,31,15,30,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.9775
Theft from Vehicle,2024,4,10,21,26,10XX SEYMOUR ST,Central Business District,491044.9783,5458358.9775
Theft from Vehicle,2024,1,26,15,40,10XX SEYMOUR ST,Central Business District,491069.618,5458384.0295
Theft from Vehicle,2024,3,17,15,3,10XX W 12TH AVE,Fairview,490776.3506,5456423.1507
Theft from Vehicle,2024,2,21,20,0,10XX W 27TH AVE,Shaughnessy,490711.5266,5454942.667
Theft from Vehicle,2024,3,8,20,30,10XX W 8TH AVE,Fairview,490781.5533,5456843.87
Theft from Vehicle,2024,3,16,19,30,10XX W CORDOVA ST,Central Business District,491400.6788,5459505.6378
Theft from Vehicle,2024,1,20,20,0,10XX W CORDOVA ST,Central Business District,491545.8618,5459437.9982
Theft from Vehicle,2024,4,10,12,29,10XX W GEORGIA ST,West End,491057.9911,5459207.5202
Theft from Vehicle,2024,1,26,3,47,10XX W GEORGIA ST,Central Business District,491115.4503,5459163.4771
Theft from Vehicle,2024,1,5,16,39,10XX W HASTINGS ST,Central Business District,491359.0894,5459440.1619
Theft from Vehicle,2024,1,22,15,0,10XX W KING EDWARD AVE,Shaughnessy,490711.8145,5455155.1245
Theft from Vehicle,2024,3,12,18,25,10XX W PENDER ST,Central Business District,491351.6216,5459364.4865
Theft from Vehicle,2024,1,28,8,0,10XX W PENDER ST,Central Business District,491422.0657,5459316.4087
Theft from Vehicle,2024,1,30,11,0,11XX ALBERNI ST,West End,490892.0007,5459286.7473
Theft from Vehicle,2024,3,14,5,30,11XX ALBERNI ST,West End,490893.8375,5459284.9676
Theft from Vehicle,2024,3,14,13,31,11XX ALBERNI ST,West End,490951.0549,5459229.5456
Theft from Vehicle,2024,3,22,15,32,11XX ALBERNI ST,West End,490951.0549,5459229.5456
Theft from Vehicle,2024,4,7,14,41,11XX ALBERNI ST,West End,490951.0549,5459229.5456
Theft from Vehicle,2024,1,28,17,0,11XX ALBERNI ST,West End,490995.6077,5459186.3898
Theft from Vehicle,2024,1,21,21,0,11XX BARCLAY ST,West End,490709.674,5459013.9101
Theft from Vehicle,2024,1,8,1,0,11XX BARCLAY ST,West End,490751.7991,5458971.3788
Theft from Vehicle,2024,3,19,23,0,11XX BARCLAY ST,West End,490760.347,5458949.7543
Theft from Vehicle,2024,3,14,0,0,11XX BEACH AVE,West End,490138.1417,5458350.3199
Theft from Vehicle,2024,4,8,17,38,11XX BEACH AVE,West End,490138.1417,5458350.3199
Theft from Vehicle,2024,3,27,2,0,11XX BURNABY ST,West End,490364.7177,5458576.2272
Theft from Vehicle,2024,2,16,13,42,11XX BUTE ST,West End,490347.5963,5458842.9712
